"GeneSymbol","Median","HL","LASSO","BestModel"
"A2M",8184.8878313624,8159.17171263318,7979.90179932201,"LASSO"
"AAAS",6544.51882510174,6552.88116285533,6782.7710616585,"Median"
"AACS",7109.44803354144,7044.81632655716,7046.63438814055,"HL"
"AAGAB",6934.50344974521,6888.37963927946,6942.45592901268,"HL"
"AAK1",6715.37530309072,6587.10450393023,6656.46111476352,"HL"
"AAMDC",6809.29132598047,6782.63032382322,6683.29160236663,"LASSO"
"AAMP",6935.44807731612,6898.31090979112,7015.5179220824,"HL"
"AAR2",6078.18271726316,6007.3983475586,6064.24002294304,"HL"
"AARS1",8845.79886650471,8755.57385525047,8760.20467225695,"HL"
"AARS2",6702.19737359797,6636.61351313182,6720.94492522064,"HL"
"AARSD1",7212.00663841511,7150.29017699977,7156.20097364381,"HL"
"AASDHPPT",7237.90345751326,7073.32168947516,7064.28745815267,"LASSO"
"AASS",7451.24369094223,7219.27270601642,7187.03377727087,"LASSO"
"AATF",6739.26516126697,6738.92162029978,6857.23376733251,"HL"
"ABCB1",5409.01942584149,5324.51404041442,5330.01120863972,"HL"
"ABCB10",5822.75388303405,5751.0949813372,5689.27622242688,"LASSO"
"ABCB6",6826.12027842217,6706.36043340566,6668.84639277597,"LASSO"
"ABCC1",6356.91200610778,6207.08137408504,6237.64603660114,"HL"
"ABCC4",6986.09715259226,6796.91203185764,6864.54542089343,"HL"
"ABCD3",7783.39980014783,7730.00195032619,7777.57640787297,"HL"
"ABCE1",8232.49944183136,8180.17345970605,8147.38647011732,"LASSO"
"ABCF1",7670.28547571125,7554.66416535063,7567.58044608841,"HL"
"ABCF2",7857.38894440216,7744.74134172571,7787.45154148928,"HL"
"ABCF3",7452.35160522485,7413.12412036586,7409.05819047891,"LASSO"
"ABHD10",7248.34150316022,7124.09139403814,7142.46800641308,"HL"
"ABHD12",6398.1406172676,6168.24499516462,NA,"HL"
"ABHD14B",8172.83392408013,7948.74697470131,7919.48940630738,"LASSO"
"ABI1",6577.75720093387,6502.78397340682,6517.80808213601,"HL"
"ABL1",3413.14638967975,3362.93005486656,3443.94782763002,"HL"
"ABLIM1",7550.20265152891,7395.052068739,7387.13229169883,"LASSO"
"ABRACL",7629.11809577755,7447.30637603623,7415.09835861705,"LASSO"
"ABRAXAS2",5225.12167697063,5205.16537677812,5173.14355755268,"LASSO"
"ACAA1",8016.575404735,7781.65287102208,7796.81866740335,"HL"
"ACAA2",8807.76704276312,8499.93484450592,8500.00963327218,"HL"
"ACACA",7811.22383475481,7673.75538706718,7738.20346586352,"HL"
"ACAD10",7004.13559956962,6947.94727895195,7025.83492554645,"HL"
"ACAD9",7343.76603440449,7280.52263968122,7418.32367904972,"HL"
"ACADM",8410.82128022405,8243.29631138965,8284.37078311522,"HL"
"ACADS",6448.34783715592,6246.67953373879,6229.51608996197,"LASSO"
"ACADSB",7018.2624550837,6665.65406149882,6661.27952937656,"LASSO"
"ACADVL",8086.854687836,7936.5715910559,7979.62793520717,"HL"
"ACAP2",7169.30746612737,7051.62517897964,7106.85110234107,"HL"
"ACAT1",8765.14705545653,8568.87462870504,8577.23480335516,"HL"
"ACAT2",8232.0229394765,8090.68842852405,8071.30861331406,"LASSO"
"ACBD3",7058.795880851,7021.40997620248,7051.9889783607,"HL"
"ACBD6",6457.33959672903,6384.30952331973,6456.83236554559,"HL"
"ACIN1",8028.18272120672,8013.70636737313,8086.03668685474,"HL"
"ACLY",8910.02717153914,8881.29162138156,8850.77325460618,"LASSO"
"ACO1",8126.0982453326,7930.22272981329,7935.98789489617,"HL"
"ACO2",8313.442293506,8142.90402784244,8148.81482448648,"HL"
"ACOT13",8079.39813449942,7900.85220048095,7999.88824064032,"HL"
"ACOT2",6228.34842728021,5984.25440140814,5944.28181546302,"LASSO"
"ACOT4",4067.66059656345,3983.55957314232,3953.84575879493,"LASSO"
"ACOT7",9155.75604088739,8860.90518811652,8865.80646288603,"HL"
"ACOT8",7119.66833738182,7046.04658785602,7049.27556951561,"HL"
"ACOT9",7481.24864602525,7243.76156820132,7341.96771465372,"HL"
"ACOX1",7026.45068978995,6860.30748384786,6856.59100183175,"LASSO"
"ACP1",9070.59175207766,9032.6598850231,8859.05168035259,"LASSO"
"ACP2",5585.91291553527,5381.17061679885,NA,"HL"
"ACSF3",7097.643794032,7039.62703265521,7108.14546228193,"HL"
"ACSL1",7258.57349661843,7013.06114890777,7008.80076207078,"LASSO"
"ACSL3",8039.98813071064,7868.64522089849,7990.62695398334,"HL"
"ACSL4",7991.91316001763,7757.56934723763,7768.70767650625,"HL"
"ACSS1",7594.95438331137,7284.01717238755,7272.7572006499,"LASSO"
"ACSS2",7295.90318358601,7154.27766115627,7174.1046310546,"HL"
"ACTBL2",9080.94828049786,9200.78924220158,9139.01514468166,"Median"
"ACTL6A",7470.05066202647,7422.05226138869,7574.35636499216,"HL"
"ACTN1",9241.49347686128,9031.62384007991,9073.70379149909,"HL"
"ACTN4",9319.14788769264,9112.44998182201,9223.57541716732,"HL"
"ACTR10",5939.67958210281,5941.30121241808,6023.69648407136,"Median"
"ACTR1A",7330.98653435644,7248.80217640169,7300.50325445567,"HL"
"ACTR1B",5444.95801652357,5366.20250231363,NA,"HL"
"ACTR2",8680.29997926216,8661.65665125283,8589.01315436323,"LASSO"
"ACTR3",8211.90097306738,8191.06715604554,8218.31845742017,"HL"
"ACY1",7873.04465553204,7530.8638344141,NA,"HL"
"ACYP1",6759.27408108524,6643.96720528933,6520.88094008997,"LASSO"
"ADAM10",7212.51898163989,7053.67697534039,7112.32381252841,"HL"
"ADAM9",7151.98831291272,6891.94074944512,6885.24135534437,"LASSO"
"ADAR",7644.73241908246,7588.80173065061,7676.3044688362,"HL"
"ADD1",6878.72817998769,6880.25582687347,6890.72911991952,"Median"
"ADD3",7106.00400820979,6945.91592947503,7134.59959561974,"HL"
"ADGRE5",7681.89681981686,7490.4212416743,7598.21117400792,"HL"
"ADGRG1",6885.81859792189,6791.10569148257,6775.99463211197,"LASSO"
"ADGRL2",6851.90354223359,6599.22513813703,6574.41741631783,"LASSO"
"ADH5",8616.70957374349,8512.87948111495,8607.94251957816,"HL"
"ADI1",7867.14246067738,7810.98871821566,7754.50901601306,"LASSO"
"ADK",8005.19319828219,7882.34270177552,7876.9493036214,"LASSO"
"ADNP",6760.31581308981,6710.34074469459,6846.17841328355,"HL"
"ADO",6380.24103314546,6232.99763812879,6254.05003496525,"HL"
"ADPGK",6971.58368935215,6872.73709865885,6943.18267797853,"HL"
"ADPRS",7168.09252006681,7077.04967660879,7082.9735522788,"HL"
"ADRM1",7604.39131310882,7614.00352496445,7599.56513732986,"LASSO"
"ADSL",7937.15446534694,7815.40287006807,7812.36244037434,"LASSO"
"ADSS1",8553.36872060531,8550.3418081485,8445.52181176604,"LASSO"
"ADSS2",8257.23089651138,8110.8802070235,8112.42952271731,"HL"
"AFAP1L2",5906.10613564021,5599.66227965314,5539.36614965376,"LASSO"
"AFDN",8096.77467969508,7901.08201669078,7993.27208906979,"HL"
"AFG3L2",7530.58799244406,7390.21377436408,7538.4500333481,"HL"
"AGAP3",5055.69214008789,4862.20818016013,4917.14053097333,"HL"
"AGFG1",7124.35681904951,7095.51031106584,7119.20935444624,"HL"
"AGK",7440.40017430544,7275.48423661353,7322.82043874414,"HL"
"AGL",6811.2379035157,6770.90246292897,6755.58843440971,"LASSO"
"AGMAT",9364.49603354232,9121.15817915701,9099.05136858503,"LASSO"
"AGO2",6305.24033206462,6292.4280940524,NA,"HL"
"AGPS",7448.23465812145,7373.92757713246,7466.80652656753,"HL"
"AGR2",9894.3410449279,9747.44658523302,9784.24544083953,"HL"
"AGTPBP1",5236.77393897833,5164.53920937472,5154.0263260174,"LASSO"
"AGTRAP",7172.99580832707,7056.93720546523,7071.65938515771,"HL"
"AHCTF1",6359.91940117836,6364.12021195218,6508.32626452429,"Median"
"AHCY",9095.07395805493,8999.26518481712,8990.20344499633,"LASSO"
"AHCYL1",7619.69197324207,7568.71894432303,7674.6892254171,"HL"
"AHDC1",6316.43366426183,6036.24989444516,6057.24104522815,"HL"
"AHNAK",10522.7313467218,10455.0185716289,10419.0289912342,"LASSO"
"AHNAK2",9517.30335478806,9230.10723827615,9212.97461322378,"LASSO"
"AHSA1",8628.98202424139,8554.70160303817,8577.29578025093,"HL"
"AIDA",5542.09546451117,5359.75817412588,5478.89303122139,"HL"
"AIF1L",7103.61756951335,6964.17653377675,6951.55507456751,"LASSO"
"AIFM1",8045.4439358559,7939.83056324528,8027.19168166118,"HL"
"AIFM2",5350.89135258087,5201.29107331628,5188.01640950957,"LASSO"
"AIMP1",8332.45076315951,8330.25703971763,8373.812819148,"HL"
"AIMP2",7558.70189079859,7521.2093200582,7649.97656615406,"HL"
"AIP",8196.47176195922,7982.55420459851,7935.52931215317,"LASSO"
"AK1",8604.926236489,8521.82962514489,8552.90773822858,"HL"
"AK2",8833.30269036043,8787.46129368416,8775.21450592767,"LASSO"
"AK3",7820.18052547677,7637.3248675231,NA,"HL"
"AK4",8429.26397265425,8226.03011464229,8230.50695157466,"HL"
"AK6",7102.13457653236,7021.06416944259,7020.69528260055,"LASSO"
"AKAP1",8262.3032459063,8056.46498336723,8253.5249250667,"HL"
"AKAP12",9029.91752086942,8825.70655727281,8818.58184748033,"LASSO"
"AKAP13",8155.92800121733,8039.53153379811,8085.31877790745,"HL"
"AKAP5",3969.56129909037,3876.69432302511,3825.30544239315,"LASSO"
"AKAP8",5693.69077663376,5665.23874856535,5790.64557317192,"HL"
"AKAP8L",5967.97360060929,5858.79368680982,6069.00466697296,"HL"
"AKAP9",6106.59679124619,5990.46921576776,6037.7523568836,"HL"
"AKR1A1",8371.56936006639,8222.33689943962,8210.20879619693,"LASSO"
"AKR1B1",9713.4732974383,9233.15036334083,NA,"HL"
"AKR1B10",8315.91495256444,8021.09296914086,7982.40611218517,"LASSO"
"AKR1C3",8465.39119859375,8156.09353839926,8140.0888861247,"LASSO"
"AKR7A2",7523.85440950309,7320.60947587766,7358.08073829888,"HL"
"AKR7A3",5735.10978919936,5538.7528313174,NA,"HL"
"AKT1",6648.29952307223,6528.48064932659,6631.19157587694,"HL"
"AKT1S1",7167.91419214265,7100.75203714957,7085.30842098833,"LASSO"
"AKT2",6347.02291230788,6275.41206056551,6348.41681396929,"HL"
"ALAD",6658.24271596737,6484.6814280141,6542.87945221801,"HL"
"ALCAM",8494.31746474012,8363.82251433323,8343.7640392001,"LASSO"
"ALDH16A1",7372.76090892215,7211.6258072189,7238.82825454305,"HL"
"ALDH18A1",8201.42791231559,8148.15967393851,8318.84864004943,"HL"
"ALDH1A1",8110.82809887548,7763.44998758623,7727.82027146131,"LASSO"
"ALDH1B1",7883.81546789799,7666.33697143224,7672.24776807628,"HL"
"ALDH1L2",8017.83845648123,7846.94016948042,7818.64055268547,"LASSO"
"ALDH2",8547.86085253477,8143.61834033997,8131.38233037336,"LASSO"
"ALDH3A2",7624.38320530621,7351.37420590233,7314.75178157115,"LASSO"
"ALDH4A1",7162.10605303214,6794.92603602841,6770.21375967957,"LASSO"
"ALDH5A1",6894.20445013543,6722.35759256991,6728.26838921395,"HL"
"ALDH6A1",7989.56688490951,7705.35563647597,7694.67601601851,"LASSO"
"ALDH7A1",8680.15858189691,8536.53101944418,8535.60141530012,"LASSO"
"ALDOA",10107.2774568509,10053.8123283541,10137.6264810934,"HL"
"ALDOC",9779.63314527249,9641.44896191205,9458.01930750688,"LASSO"
"ALG11",5268.43548716387,5196.61845794673,5183.86373238575,"LASSO"
"ALG3",5478.43889780961,5440.47965361812,5437.84447453505,"LASSO"
"ALG6",5118.99547308397,5035.94568403746,5119.43495205344,"HL"
"ALKBH5",6868.06405754022,6732.57041842665,6694.67645346426,"LASSO"
"ALPL",3642.25410017636,3404.38440245811,3387.70857445447,"LASSO"
"AMACR",7724.14727208747,7620.00341798074,7594.55917674705,"LASSO"
"AMDHD2",7050.71512440264,6947.99063089292,6964.87021818415,"HL"
"AMIGO2",5348.02945009793,5183.66556580477,5150.20749338126,"LASSO"
"AMPH",4910.70136121828,4711.63735302585,4705.86366637024,"LASSO"
"ANAPC1",5841.91913410439,5846.74203855762,5940.85250657689,"Median"
"ANAPC10",5482.02651137572,5491.04783292768,5544.54043980406,"Median"
"ANAPC16",5123.23744398936,5126.37820599326,5155.57096804155,"Median"
"ANAPC4",5301.04788703114,5293.05226293219,5300.13461175821,"HL"
"ANAPC5",5769.38674670853,5778.47149913457,5825.41792116714,"Median"
"ANAPC7",5670.14413305551,5673.07515570261,5737.6272638116,"Median"
"ANK3",8904.61469897762,8812.23914494969,8675.30803936598,"LASSO"
"ANKFY1",6680.11484111613,6615.75918218444,6636.5647548204,"HL"
"ANKHD1",6133.49655600043,6103.92577098163,6102.87604969313,"LASSO"
"ANKMY2",6444.251459285,6264.09123763655,6299.69702020821,"HL"
"ANKRD16",4888.93805465599,4810.15066185397,4773.60849634293,"LASSO"
"ANKRD17",6631.87055801487,6522.09573660527,6545.3823680623,"HL"
"ANKRD54",6488.12566386034,6331.6698764652,6367.43721838733,"HL"
"ANKS1A",7310.18548701674,7010.55711688653,7056.24497389874,"HL"
"ANLN",7596.99894345755,7464.87937314583,NA,"HL"
"ANP32A",8737.27889881543,8609.37467977931,8587.23880910074,"LASSO"
"ANP32B",8377.13132845467,8278.47032265569,8311.46456874763,"HL"
"ANP32E",8110.15100953001,7929.10526768054,7908.45531773589,"LASSO"
"ANXA1",10142.6348919973,9858.63772801836,9861.00534855919,"HL"
"ANXA11",8204.25996933569,8023.7054477818,8144.5804880239,"HL"
"ANXA2",10279.7104550025,10052.6138654319,10054.8889535855,"HL"
"ANXA3",9526.59119448099,9340.64310906287,9267.0679210056,"LASSO"
"ANXA5",9879.84151100166,9653.40234301137,9661.92120549111,"HL"
"ANXA6",9634.7091901091,9439.53105855751,9384.87911028899,"LASSO"
"ANXA7",8300.64340285761,8213.04852046457,8228.19401331717,"HL"
"AP1B1",7677.97793289907,7649.78256331468,7663.74369671289,"HL"
"AP1G1",7546.06777121919,7500.50297881128,7512.78789336585,"HL"
"AP1G2",6760.01775630118,6696.60425537467,6867.77305751161,"HL"
"AP1M1",7620.68172603212,7553.17356497987,7559.03882931576,"HL"
"AP1S1",7027.676384969,7010.99537014729,7006.54823463769,"LASSO"
"AP1S2",6378.37927866974,6151.37662616693,6157.13236838051,"HL"
"AP2A1",8193.57380305041,8141.57158028753,8182.25094831903,"HL"
"AP2A2",7438.98245047076,7327.32600094632,7364.18047501088,"HL"
"AP2B1",7917.17868692063,7907.61768419782,7943.73650149701,"HL"
"AP2M1",7663.73382984838,7630.74137996187,7710.42642253893,"HL"
"AP2S1",7469.84744511814,7440.23126476842,7444.81122394275,"HL"
"AP3B1",7704.01522405501,7649.27370357089,7946.06540255861,"HL"
"AP3D1",7743.04078189228,7712.31617386762,7768.29115922426,"HL"
"AP3M1",6517.72288692482,6527.02213807675,6605.21455292141,"Median"
"AP3M2",7044.15082728807,7027.43940852038,7081.83306572106,"HL"
"AP3S1",7352.6982248905,7262.26647178597,7267.11192142996,"HL"
"AP5Z1",5896.39894816277,5857.23281934367,5863.09360556713,"HL"
"APAF1",5889.07604119032,5795.03647956447,5836.23248213301,"HL"
"APBA3",4062.17859615332,4071.24800422358,4052.22442837413,"LASSO"
"APEH",8199.40292058718,8043.98518207216,8082.25852129649,"HL"
"APEX1",8217.59222612049,8037.38779018375,8097.83929541427,"HL"
"API5",7761.41124196456,7725.95145019103,7821.5272051761,"HL"
"APIP",7971.19252457889,7715.01301323685,7577.2020553721,"LASSO"
"APLP2",7627.31035593192,7520.50865833668,7512.48083773793,"LASSO"
"APMAP",8245.04210233083,7953.87190341662,8007.24955183049,"HL"
"APOBEC3C",6378.24913859825,6160.97754547336,6224.21295423302,"HL"
"APOBEC3F",4628.38527408185,4593.18096871904,4577.58901215004,"LASSO"
"APOE",8330.28121310312,8128.11541318782,8120.63526718338,"LASSO"
"APOL2",8260.0689650865,7863.37123056437,7860.9180701712,"LASSO"
"APOO",7362.49758588268,7236.39539183781,7278.44596455279,"HL"
"APOOL",6281.47745485438,6231.01892858652,6348.50304508245,"HL"
"APP",9185.63229871754,9099.5648514868,9101.47047271535,"HL"
"APPL1",5409.9939140998,5242.96512240133,5250.97488242784,"HL"
"APRT",8476.26510573693,8362.50746422648,8378.11666129504,"HL"
"AQR",6650.95856988892,6646.3675238759,6973.51473488941,"HL"
"ARAF",5015.46596129086,4977.36895894644,4983.23259012204,"HL"
"ARAP1",6930.69514175594,6847.32522155613,7004.75639076218,"HL"
"ARCN1",7989.01496461149,7962.25328745487,8013.06444622677,"HL"
"ARF4",9203.98564626526,9068.53511039115,9074.44590703519,"HL"
"ARF5",7613.10576742278,7511.12483296073,7491.35863617905,"LASSO"
"ARF6",7979.34681750999,7827.10792355417,7923.63046653474,"HL"
"ARFGAP1",7692.74654766612,7636.81217143742,7642.72296808146,"HL"
"ARFGAP2",7176.54129794418,7071.7581314259,7100.01177254948,"HL"
"ARFGAP3",7027.14018917661,6928.58198276378,7001.84052891864,"HL"
"ARFGEF1",5224.53747012336,5116.45878312202,5100.73789112345,"LASSO"
"ARFIP1",7564.89873690942,7399.08652594666,7417.68590007165,"HL"
"ARG2",8800.50183137131,8562.71371426948,8537.59117247385,"LASSO"
"ARGLU1",6695.71787649945,6663.81693162091,6682.72462808831,"HL"
"ARHGAP1",8553.13172562488,8104.01553779014,8080.32099483771,"LASSO"
"ARHGAP10",6993.16900313963,6677.82981489783,6683.71591892928,"HL"
"ARHGAP17",7265.66251082574,6915.70135202186,6861.37380570881,"LASSO"
"ARHGAP18",6689.18228280445,6384.74225193877,6372.47760706863,"LASSO"
"ARHGAP26",6344.49505045951,6233.98088137378,6229.6613860141,"LASSO"
"ARHGAP29",7473.09362655944,7197.67178276243,7165.99371823766,"LASSO"
"ARHGAP35",6318.89070502077,6196.62449247714,6239.89206607459,"HL"
"ARHGDIA",8743.06531227313,8615.84590925727,8634.29516460826,"HL"
"ARHGDIB",8963.31586348764,8407.26883715246,8405.42395727608,"LASSO"
"ARHGEF1",6951.82111919527,6749.01310867141,6819.94775138354,"HL"
"ARHGEF16",6818.67190824837,6536.95546720094,6542.17021896614,"HL"
"ARHGEF17",6969.31262217786,6719.74527671769,6718.66712034479,"LASSO"
"ARHGEF18",7337.28210529576,7262.03830909898,7284.91396620351,"HL"
"ARHGEF2",7311.20806430285,7150.49648152012,7154.29980413708,"HL"
"ARHGEF40",5584.02046187687,5332.39444582978,5339.75906454079,"HL"
"ARHGEF7",6780.79689405426,6564.46420018849,6583.55004149934,"HL"
"ARID1A",5777.09731292398,5708.38848908813,5840.101886654,"HL"
"ARID2",5678.64189988197,5579.44689704092,5592.56817504461,"HL"
"ARIH1",6358.78771004249,6332.07654312622,6401.78435124898,"HL"
"ARIH2",5901.81902965386,5831.65734528987,NA,"HL"
"ARL1",7373.79343384742,7299.1038641933,7414.5976856574,"HL"
"ARL2",7330.99157553222,7214.14128004,7204.95663005033,"LASSO"
"ARL2BP",7378.50106791964,7285.36665911262,7313.16250509003,"HL"
"ARL3",8178.12402420779,8010.92140746484,7992.10472440171,"LASSO"
"ARL6IP1",5908.8605858892,5900.79402738115,5909.86849625955,"HL"
"ARL6IP4",7301.44122498679,7302.55289217715,7299.72613320902,"LASSO"
"ARL6IP5",7510.56262706354,7310.33436293805,7345.56515746794,"HL"
"ARL8A",6269.33539925518,6146.60057953691,6200.4485338996,"HL"
"ARL8B",7382.49123464317,7266.52247684485,7381.65732350166,"HL"
"ARMC1",5973.66842285456,5899.9376690863,5905.84846573034,"HL"
"ARMC10",6550.80808170703,6434.87001762956,6509.29617338049,"HL"
"ARMC6",7308.50526839728,7162.71669697847,7135.93505847797,"LASSO"
"ARMC8",6377.96957812789,6350.29384300748,6398.18953274178,"HL"
"ARMC9",6264.68534318409,5755.9062028249,5754.9481028617,"LASSO"
"ARMCX3",7257.08993960602,7065.7020924447,7139.19311901155,"HL"
"ARMT1",8161.07467003827,7920.89636337902,7840.96481056713,"LASSO"
"ARPC1A",6841.1276463361,6839.97538509695,6842.08805651922,"HL"
"ARPC1B",8021.38688263768,7931.44368884417,7902.67672294028,"LASSO"
"ARPC2",8368.48100149311,8310.59699921714,8290.78128094565,"LASSO"
"ARPC3",8021.83348037203,8015.67072316895,7968.69586154072,"LASSO"
"ARPC4",8556.34881731041,8507.86978051033,8484.0164020506,"LASSO"
"ARPC5",7797.3052259625,7748.83897714772,7839.96120448203,"HL"
"ARPC5L",7625.13451750375,7542.48700002848,7719.98399854753,"HL"
"ARPP19",8088.92541705117,8086.02897856591,7919.73074569578,"LASSO"
"ARRB1",7001.04554602077,6726.33702397294,6712.92483272049,"LASSO"
"ARSL",4311.22201950167,4228.27296971844,4217.30831048425,"LASSO"
"ARVCF",5349.51659176859,5155.49598231931,5155.91103804827,"HL"
"ASAP1",6047.71912610129,5945.73777009242,5995.06505440249,"HL"
"ASAP2",6380.23601046107,6231.20931593384,6235.54734266038,"HL"
"ASB9",6173.51295194702,6021.97030902203,5975.36643033748,"LASSO"
"ASCC2",6487.75295629302,6466.2555993533,6472.06453859346,"HL"
"ASCC3",6955.44219731302,6870.22317372905,6900.93604550205,"HL"
"ASF1A",6654.25491962729,6431.29315875698,6450.23156413044,"HL"
"ASF1B",5421.32885070899,5352.81657840647,5330.90106794419,"LASSO"
"ASH2L",6639.81682807357,6552.69738066181,6570.36028528202,"HL"
"ASL",6074.06377056305,5834.85851917771,5861.54864331993,"HL"
"ASMTL",7505.23382184106,7223.33416193329,7220.68842489274,"LASSO"
"ASNS",8572.26070264676,8505.62208018447,8505.90214587467,"HL"
"ASPH",7988.80177586842,7687.50437803942,7684.11300459332,"LASSO"
"ASPSCR1",6650.80475398698,6567.18551515976,6511.84378183846,"LASSO"
"ASRGL1",7637.85380119391,7334.72448941668,7320.21176914435,"LASSO"
"ASS1",9661.84594046672,9428.94503389387,9407.22171155879,"LASSO"
"ATAD1",7206.33659735465,7096.16623125224,7217.17032386579,"HL"
"ATAD2",6580.59797640332,6433.16803897507,6448.46442355864,"HL"
"ATAD3B",6790.56486302538,6687.20322728355,6752.45670878679,"HL"
"ATE1",6060.88753538964,5979.40210480651,6012.90090340967,"HL"
"ATG12",6436.63261711948,6444.81241533576,6395.28981343016,"LASSO"
"ATG3",7979.07296153069,7868.26286353239,7828.15831747825,"LASSO"
"ATG4B",7724.02396688216,7684.9116118118,7681.75478281112,"LASSO"
"ATG5",6326.00155002999,6307.84895828301,6441.28728369605,"HL"
"ATG7",6982.58951889032,6777.06733392819,6810.09440990969,"HL"
"ATG9A",6442.11116263824,6324.28317385213,6352.75479928608,"HL"
"ATIC",8687.01682054758,8595.37288845337,8587.90091805965,"LASSO"
"ATL2",6626.3260731932,6590.15814421514,6660.11341656156,"HL"
"ATL3",7814.66581188495,7668.30521785778,7721.0425307953,"HL"
"ATOX1",8671.91943409378,8339.10537131269,8340.78562845364,"HL"
"ATP13A1",7199.75062324408,7160.49965915772,7242.84348679052,"HL"
"ATP1A1",8749.10356974838,8670.01069233796,8873.98971754355,"HL"
"ATP1B1",8281.60254954022,8115.76122486426,8143.3138671226,"HL"
"ATP1B3",8472.00091908722,8376.88258164967,8516.17814521188,"HL"
"ATP2A2",7886.26375713794,7818.14697592765,8055.06719176553,"HL"
"ATP2A3",6357.52456412699,6021.9903930374,5978.41371340664,"LASSO"
"ATP2B1",6807.49652020505,6633.27464113371,6922.23221002645,"HL"
"ATP2C1",6052.14714507482,5982.3955234997,5981.63309862812,"LASSO"
"ATP5F1A",9557.36842126696,9532.96009915077,9663.65211900985,"HL"
"ATP5F1B",9281.91104292089,9261.9868899366,9384.48464082897,"HL"
"ATP5F1C",8403.63600831438,8410.52420363301,8563.45592904184,"Median"
"ATP5F1D",8159.81591693212,8123.34487408756,8133.24366275445,"HL"
"ATP5IF1",6559.92750374643,6467.88323522673,6441.5053821464,"LASSO"
"ATP5ME",8042.7650445197,8029.45182703567,8113.67517719404,"HL"
"ATP5MG",7640.26599481656,7650.4865067912,7733.49570853601,"Median"
"ATP5MJ",6088.70362561225,6077.48707345939,6119.47621097298,"HL"
"ATP5MK",6152.67269309326,6150.71968640294,6143.31455024757,"LASSO"
"ATP5PB",8198.75593721046,8202.32584148866,8292.45740123391,"Median"
"ATP5PD",8460.51414966277,8461.32551789501,8482.79516122351,"Median"
"ATP5PF",8074.51728458771,8074.31519180094,8096.39928852359,"HL"
"ATP5PO",8592.44830899723,8596.75831999053,8754.53886355822,"Median"
"ATP6AP1",6342.7660171917,6307.25453968308,6317.0536347566,"HL"
"ATP6AP2",6896.53637649437,6840.95117228492,6913.92847728534,"HL"
"ATP6V0A2",6481.43877142547,6472.11574580191,6528.04911135059,"HL"
"ATP6V0D1",7447.55350190452,7416.65085327196,7355.03261813785,"LASSO"
"ATP6V1A",8006.66750318797,7942.37545239711,7878.41401355923,"LASSO"
"ATP6V1B1",6580.76454762933,6613.80865036612,6594.89432514825,"Median"
"ATP6V1B2",7846.25360488227,7548.8787725596,7567.95593962608,"HL"
"ATP6V1C1",7619.47287533549,7535.92869362906,7480.92451261117,"LASSO"
"ATP6V1D",6403.23154348196,6395.04151114615,6376.59479304136,"LASSO"
"ATP6V1E1",7713.20082203273,7644.77162454904,7692.87823089763,"HL"
"ATP6V1F",7338.0379675204,7244.11799315836,7280.13347601588,"HL"
"ATP6V1G1",7161.58842292692,7112.06878065825,7155.84698112728,"HL"
"ATP6V1H",7407.17057790418,7341.82973984807,7382.8958258988,"HL"
"ATPAF1",7364.85686380609,7290.42674233637,7420.39970549944,"HL"
"ATPAF2",6328.14206108545,6285.41000145005,6272.02993592628,"LASSO"
"ATXN10",7980.85931346656,7918.32876918751,8015.71258314312,"HL"
"ATXN2",6771.34561827268,6700.60193945779,6753.58064173243,"HL"
"ATXN2L",7901.62763946573,7833.06622445393,7817.00302254242,"LASSO"
"ATXN3",6440.47493126915,6352.28701258984,6356.71829730661,"HL"
"ATXN7L3B",5153.50614543279,5078.51257266073,5066.47355213938,"LASSO"
"AUP1",6940.59170940663,6860.70169333649,6900.74772789901,"HL"
"AURKA",5770.91976755859,5719.11548465239,NA,"HL"
"AURKB",6007.62123486636,5987.23494561813,6053.50142164109,"HL"
"AVEN",6077.25529710444,6056.48397829935,6029.26966256531,"LASSO"
"AXL",6645.79067933236,6508.79679783566,6493.59678972422,"LASSO"
"B2M",8565.50702154831,8441.17294873223,8421.53085052693,"LASSO"
"B3GALT6",5996.06654878013,5931.005765623,5956.58292293561,"HL"
"B3GAT3",7094.81128961198,6941.06846778164,6961.03948605023,"HL"
"B4GALT7",6066.69543216706,5960.71102953646,5985.43736339132,"HL"
"B4GAT1",5084.67538275304,4962.24294799977,4963.32166599398,"HL"
"BABAM1",5948.8140768223,5918.22529722195,5988.32356160297,"HL"
"BABAM2",5274.62149197219,5246.6070019912,5285.16352700994,"HL"
"BAG2",8391.72367324947,8215.78271436536,8192.48390205816,"LASSO"
"BAG3",8077.78811614486,7919.49579355818,7950.83439042555,"HL"
"BAG4",5824.07887302751,5556.14345597237,5685.21021426542,"HL"
"BAG6",7647.2052375232,7629.54699709019,7761.60351902882,"HL"
"BAIAP2",8075.63992001257,7941.91832881849,7959.80516671536,"HL"
"BAIAP2L1",6830.25795751084,6603.61829656004,6575.80945282808,"LASSO"
"BAK1",6359.29463003858,6276.58918340457,6471.71019210292,"HL"
"BANF1",8659.79894319833,8563.78856661162,8601.40819659179,"HL"
"BAX",8012.16158642915,7880.93603510078,8008.3471017836,"HL"
"BAZ1B",7410.52082034953,7366.52020067717,7538.57448959037,"HL"
"BCAM",8359.35043388301,7991.92971962921,7951.80945510649,"LASSO"
